oid,classALeRCE
ZTF18aabhjzb,LPV
ZTF17aacqdtf,EB/EW
ZTF18aaachya,EB/EW
ZTF18aaaxsra,EB/EW
ZTF18acguqyc,EB/EW
ZTF17aaajauu,RRL
ZTF17aabqtrg,LPV
ZTF18aabsmhl,CV/Nova
ZTF18aabnfee,EB/EW
ZTF18acidjgm,EB/EW
ZTF18aaazsyc,EA
ZTF18aabgoql,LPV
ZTF18aaabtti,EB/EW
ZTF18aabnmse,EB/EW
ZTF18aabjqav,RSCVn
ZTF18acqoywt,RRL
ZTF17aaagwxo,RRL
ZTF19aanosau,EB/EW
ZTF18aabinvq,RRL
ZTF18aaafyyy,RRL
ZTF18aabsfxz,EB/EW
ZTF17aabtbut,EB/EW
ZTF18aaabxdz,EB/EW
ZTF17aaaolts,EB/EW
ZTF18aaasgud,EB/EW
ZTF18aaaoahh,Ceph
ZTF17aaaozfp,EB/EW
ZTF18aahnryb,EA
ZTF18aaahktq,RRL
ZTF19aaaornu,LPV
ZTF18aabivnj,RRL
ZTF18aabjygy,EB/EW
ZTF18acwwayp,LPV
ZTF17aaaindr,CV/Nova
ZTF18acgqymu,EB/EW
ZTF18aabiolt,EB/EW
ZTF18aabjbmj,EB/EW
ZTF17aaaihox,RRL
ZTF17aaaiyyp,EB/EW
ZTF18aabirjo,RRL
ZTF18aabakvw,EB/EW
ZTF18acuqskm,LPV
ZTF19aaanwgs,LPV
ZTF18aaabhim,LPV
ZTF18acxaeri,LPV
ZTF18abvfzwp,LPV
ZTF18adayjln,LPV
ZTF17aabviai,RRL
ZTF18achztwh,LPV
ZTF18aabsnzp,EA
ZTF17aaagbkz,EB/EW
ZTF18aabirgz,RRL
ZTF18achvgcs,LPV
ZTF18adaihhq,LPV
ZTF17aaaiiwu,RRL
ZTF18acpvmes,EB/EW
ZTF17aaaioud,LPV
ZTF19aadldob,LPV
ZTF18acptzfs,EA
ZTF17aaailsf,RRL
ZTF18acrxmmb,LPV
ZTF17aaaidew,RRL
ZTF18acpvpvj,LPV
ZTF19aaedqwo,LPV
ZTF18acnaynh,LPV
ZTF17aaapjeo,RRL
ZTF19aaakusv,EB/EW
ZTF17aabohzb,EA
ZTF17aabocyz,DSCT
ZTF18acwwcnx,LPV
ZTF19aabvmdo,LPV
ZTF18aabjieh,EB/EW
ZTF19aaeqmaq,LPV
ZTF18acrvfws,LPV
ZTF18aaahlpz,RRL
ZTF17aaajveb,EB/EW
ZTF18adayfzs,RRL
ZTF18aaacgwc,EB/EW
ZTF19aaakxrt,LPV
ZTF18acnmmdv,LPV
ZTF17aabwhbt,RRL
ZTF18acpvltn,LPV
ZTF17aaajdpf,EB/EW
ZTF18aabgdoo,EB/EW
ZTF18acrxmve,LPV
ZTF17aaanplz,RRL
ZTF18actbndv,EA
ZTF18acxfzuh,LPV
ZTF17aaaimkm,EB/EW
ZTF18aczedvx,LPV
ZTF18achuesh,EB/EW
ZTF18acrveti,RRL
ZTF18adbcksy,QSO
ZTF18acrvevu,EB/EW
ZTF17aaapiii,RRL
ZTF19aaedquz,LPV
ZTF17aaainyt,RRL
ZTF18aczedav,LPV
ZTF18acwdybu,LPV
ZTF18acpdmij,LPV
ZTF19aakqkqf,LPV
ZTF17aaaifiq,LPV
ZTF17aabgkql,RRL
ZTF18acwwcnt,LPV
ZTF18aczmuxa,RRL
ZTF19aaeqmek,LPV
ZTF18adbuocl,RRL
ZTF18actbpeq,RRL
ZTF17aabwlqv,RRL
ZTF18actbpof,LPV
ZTF18acgulft,LPV
ZTF17aabldjk,RRL
ZTF18acmzvhz,LPV
ZTF18acvejvk,LPV
ZTF18acrvfjy,LPV
ZTF19aaakudj,LPV
ZTF18acwwcnr,LPV
ZTF18achviuq,EB/EW
ZTF17aaagwgj,RRL
ZTF17aacvwex,QSO
ZTF18aabjrxj,EB/EW
ZTF18acqyvra,EB/EW
ZTF18acxdaqt,LPV
ZTF19aaalzla,EB/EW
ZTF17aaboido,EA
ZTF18acnbcjt,LPV
ZTF17aaboibz,LPV
ZTF19aadqmre,LPV
ZTF18aaacnpb,EA
ZTF18aczrnkl,RRL
ZTF17aaapjek,EA
ZTF18acvvvca,EA
ZTF17aaaiogt,RRL
ZTF18aafckul,EB/EW
ZTF18aabnoer,EA
ZTF18aaabhqu,LPV
ZTF18acvwjbw,LPV
ZTF18aatvgxh,EB/EW
ZTF18aabiwyi,EB/EW
ZTF18acmpspw,LPV
ZTF18aaagaem,RRL
ZTF18acrvfmv,EB/EW
ZTF17aacmfrq,EB/EW
ZTF17aaaoyxe,EB/EW
ZTF18acvvtjy,EB/EW
ZTF18adazsvk,EA
ZTF18aadfsqt,EB/EW
ZTF17aaaowni,EA
ZTF18acpdnok,LPV
ZTF18aabjoxz,EB/EW
ZTF18aabjmqc,EB/EW
ZTF17aabwkdf,EB/EW
ZTF18aabjshs,EB/EW
ZTF18aczbonn,LPV
ZTF17aaclmxs,RRL
ZTF17aaatdlx,EB/EW
ZTF18aaeifnn,EB/EW
ZTF17aaaiwbf,EB/EW
ZTF18acvvtwe,EA
ZTF17aaailkl,LPV
ZTF17aadkwrk,EB/EW
ZTF18aabjcjs,EB/EW
ZTF18acvvvcb,EB/EW
ZTF18aaagayq,EB/EW
ZTF18acvhcau,QSO
ZTF18acgxbjv,RRL
ZTF19acleoxx,EB/EW
ZTF18acurqak,EB/EW
ZTF18acbzkdy,EB/EW
ZTF18acnmmcu,LPV
ZTF18aabgawd,EB/EW
ZTF18acrveax,LPV
ZTF17aacvweq,EB/EW
ZTF17aaaiysh,EB/EW
ZTF17aaasjug,EB/EW
ZTF17aaaizir,RRL
ZTF18aboelow,EB/EW
ZTF17aaakudo,RRL
ZTF18acgrttp,EB/EW
ZTF18acqyopp,LPV
ZTF18aaablgi,RRL
ZTF18aaacmhi,RRL
ZTF18aaoschi,EB/EW
ZTF18aaacmas,EB/EW
ZTF17aaaiwdh,EB/EW
ZTF17aaclorw,RRL
ZTF17aabxrbe,CV/Nova
ZTF18acqovri,RRL
ZTF18aaaciza,RRL
ZTF18acrtwtq,EA
ZTF17aaajnpn,RRL
ZTF18acvgzsz,EB/EW
ZTF17aaajfwp,EB/EW
ZTF18aaackeh,RRL
ZTF18aabklaz,EB/EW
ZTF18aabnzzg,EB/EW
ZTF18aabkhar,LPV
ZTF18acvwfnz,EB/EW
ZTF18aanacxx,LPV
ZTF18aaahqgz,EB/EW
ZTF17aaagwok,EA
ZTF17aaapjqg,EB/EW
ZTF18aahewru,EB/EW
ZTF18abomvvg,EB/EW
ZTF18acevsoj,RRL
ZTF18aaacizs,RRL
ZTF18acxwthw,EA
ZTF18acqyatz,EA
ZTF18aabjisq,Periodic-Other
ZTF17aackkuj,RRL
ZTF18aaacbpa,EB/EW
ZTF18aabjiga,EB/EW
ZTF18aabfuqx,EB/EW
ZTF18aaabkts,RRL
ZTF18acrxonu,LPV
ZTF18acqypfd,EB/EW
ZTF17aabtkfr,EB/EW
ZTF17aabrwcv,RRL
ZTF17aaadzdh,RRL
ZTF18acibewe,EB/EW
ZTF18acrxuuj,Blazar
ZTF18acrxsde,EB/EW
ZTF18acgvicn,RSCVn
ZTF18acrxozn,RRL
ZTF17aaaolus,EB/EW
ZTF18acvwgfg,EB/EW
ZTF18abtndrw,RRL
ZTF18acpefmj,RRL
ZTF17aadlgri,EB/EW
ZTF18aaacwyi,EB/EW
ZTF18aaabiez,EB/EW
ZTF18acgxbcd,EB/EW
ZTF17aabtlxt,EB/EW
ZTF17aaajfwg,EA
ZTF18aaavrvw,RRL
ZTF17aabheah,RRL
ZTF18acuripc,EB/EW
ZTF18acqousw,EB/EW
ZTF18acrxnvu,EB/EW
ZTF17aaagvqt,EB/EW
ZTF18aabjhpz,EB/EW
ZTF17aaansni,RRL
ZTF18acrxoop,EB/EW
ZTF19aaaonpp,RRL
ZTF18aaacjvh,EB/EW
ZTF18adalcep,RRL
ZTF18acqyopo,RRL
ZTF17aaapihx,RRL
ZTF18acvbdut,EB/EW
ZTF18aaevitj,AGN
ZTF18acpwlfx,EB/EW
ZTF18adalcte,RRL
ZTF18acqoxun,EB/EW
ZTF18acqylbw,EB/EW
ZTF19aaaemgl,EB/EW
ZTF18acqpbxg,RRL
ZTF17aaapjno,EB/EW
ZTF18aaaajno,LPV
ZTF18aczuuqx,YSO
ZTF18acdoozf,EA
ZTF18adalbxn,EB/EW
ZTF18aczumwb,EB/EW
ZTF17aaaizhx,EB/EW
ZTF17aaaivvh,EB/EW
ZTF18aaacmnn,EA
ZTF17aaapntb,EB/EW
ZTF18aabfbvy,EB/EW
ZTF18aabkaks,EB/EW
ZTF18aabpxbf,RRL
ZTF18acpdcbs,LPV
ZTF18acqxotz,RRL
ZTF18aabffzg,LPV
ZTF17aabwoct,RRL
ZTF18acqlpjq,EB/EW
ZTF18achyrhf,EB/EW
ZTF18aaagyle,RRL
ZTF17aaapiez,RRL
ZTF19aaaembf,RRL
ZTF18achywlr,RRL
ZTF18acvweio,RRL
ZTF18adbywql,RRL
ZTF18aaavscv,RRL
ZTF18aczefop,LPV
ZTF18aabggww,EB/EW
ZTF18achdjom,EB/EW
ZTF18acnokte,RRL
ZTF18acvgzpe,EB/EW
ZTF18aabtuzi,EB/EW
ZTF18aabfdvw,EB/EW
ZTF18acpxcfi,RRL
ZTF17aacngev,RRL
ZTF17aabwode,RRL
ZTF18acqylem,EB/EW
ZTF18aagrcgt,RRL
ZTF18acvwelj,EB/EW
ZTF18aaaatbf,LPV
ZTF18aaavrun,EB/EW
ZTF18acnoksr,EB/EW
ZTF17aabxlxt,EB/EW
ZTF18aamfuwm,RRL
ZTF18aajpaky,EB/EW
ZTF17aabxjax,EB/EW
ZTF17aaaphqb,RRL
ZTF18aaccvgq,RRL
ZTF18aabyhbu,QSO
ZTF17aaajgbv,EB/EW
ZTF18aaaedwr,EB/EW
ZTF18aabppxo,RRL
ZTF17aabwqir,RRL
ZTF18aabtvsa,RRL
ZTF18acpefeo,RRL
ZTF18aajphaa,EA
ZTF18aagsekd,RRL
ZTF19aajizqf,QSO
ZTF18aabppxp,RRL
ZTF18aakfqip,EB/EW
ZTF17aabwtqc,RRL
ZTF18aaavsbv,EB/EW
ZTF17aabwodh,RRL
ZTF18aaisdxa,RRL
ZTF18aakglpe,EB/EW
ZTF18acrvwgi,LPV
ZTF18aaavrxt,RRL
ZTF18aamchrt,QSO
ZTF18aagsetl,EA
ZTF17aabworo,EB/EW
ZTF18abmsnpe,LPV
ZTF18acahhxu,EB/EW
ZTF18aaaaamg,RRL
ZTF18aabeeuj,RRL
ZTF17aaajohf,RRL
ZTF17aabwtqa,EB/EW
ZTF17aaajnkv,RRL
ZTF17aabwnym,RRL
ZTF17aabxkgr,RRL
ZTF18aabeyfa,RRL
ZTF18aakqlij,EB/EW
ZTF19actnycp,QSO
ZTF17aackjwl,RRL
ZTF18aaaeozt,EB/EW
ZTF18aajozkm,EB/EW
ZTF18abydfgq,EA
ZTF17aabwxjn,EB/EW
ZTF17aabxogq,RRL
ZTF17aabwood,EB/EW
ZTF17aabwoop,RRL
ZTF17aabwtlp,RRL
ZTF18aajozml,Blazar
ZTF17aaarxnl,LPV
ZTF18aabkujf,LPV
ZTF18acwyyls,QSO
ZTF18acvvyhp,EB/EW
ZTF18aabdglx,EB/EW
ZTF18aaaatnt,LPV
ZTF18aaaoqeb,RRL
ZTF17aabxipf,RRL
ZTF18aaalalo,EB/EW
ZTF17aaajobt,EB/EW
ZTF18aaxzgit,RRL
ZTF17aabuaom,RRL
ZTF18aakrirk,AGN
ZTF18aabksia,RRL
ZTF17aabxpcd,RRL
ZTF18adbihrm,RRL
ZTF19aajwnsl,AGN
ZTF18aaxeizt,RRL
ZTF18acvwabg,RRL
ZTF18aapiahe,EB/EW
ZTF18aaaajmx,EB/EW
ZTF18aabkshf,RRL
ZTF18adbzcfr,RRL
ZTF19aaaenyr,RRL
ZTF18acsjitd,EB/EW
ZTF18acvwabh,RRL
ZTF18acvvppl,RRL
ZTF18aaajqpo,RRL
ZTF17aaadyzu,EA
ZTF18adbzckw,EB/EW
ZTF17aabwnhy,DSCT
ZTF18acvwagr,EA
ZTF18acvgvgp,RRL
ZTF18aaajfoh,EB/EW
ZTF17aaawdyg,EB/EW
ZTF18aczeccx,EA
ZTF17aabxiqm,EB/EW
ZTF17aaaphqt,RRL
ZTF18acvwajs,RRL
ZTF18acvwbbo,RRL
ZTF18aaluqow,EB/EW
ZTF18adakzts,LPV
ZTF18acvweqv,RRL
ZTF17aabxiyl,EB/EW
ZTF18acvwady,RRL
ZTF18aarcbso,RRL
ZTF18acvgvgs,RRL
ZTF17aackicq,RRL
ZTF18achqiop,EB/EW
ZTF18acvvzym,RRL
ZTF19aaaemca,RRL
ZTF18acyxpsx,QSO
ZTF17aaajnvb,RRL
ZTF18acrxutr,EA
ZTF18aaagyix,RRL
ZTF18abvthhb,EB/EW
ZTF18acvwaez,RRL
ZTF18acdpmhj,LPV
ZTF18acrxspj,EB/EW
ZTF18aaacwxr,EB/EW
ZTF18acqlquj,DSCT
ZTF17aabwmqa,EB/EW
ZTF18adakzqb,RRL
ZTF18acwyboz,RRL
ZTF18aaqpgrs,EB/EW
ZTF17aabxqse,EB/EW
ZTF18abnzukj,CV/Nova
ZTF18acvwems,RRL
ZTF18aaluqek,EB/EW
ZTF18acvvsvi,EB/EW
ZTF18acvvyhm,RRL
ZTF18abvlgsj,EB/EW
ZTF18aalusgr,RRL
ZTF18acvwekg,EB/EW
ZTF18acrxury,RRL
ZTF19aacxvut,EB/EW
ZTF18acrxons,RRL
ZTF18acvvpoh,RRL
ZTF18aaacpnb,EA
ZTF18aatczlq,EB/EW
ZTF18adazixy,RRL
ZTF18acwwtiq,EB/EW
ZTF18adazjbc,EB/EW
ZTF17aacmheo,RRL
ZTF18aacdekj,EB/EW
ZTF18aalusgj,RRL
ZTF18acvwfes,RRL
ZTF18acdtcuw,LPV
ZTF17aaapigq,RRL
ZTF18aaadvnh,LPV
ZTF18acdvxbx,EB/EW
ZTF19aaaonqx,RRL
ZTF18aaaldog,YSO
ZTF18acrxooo,LPV
ZTF18acvqenw,LPV
ZTF17aaajllu,EB/EW
ZTF18acvayyh,RRL
ZTF18acvvpuf,RRL
ZTF18acrxpci,EB/EW
ZTF18acvazbv,LPV
ZTF17aaajlmq,RRL
ZTF17aabtout,RRL
ZTF18acdvwvn,EA
ZTF17aaajljv,EB/EW
ZTF18acrxokh,RRL
ZTF18acrxsiw,RRL
ZTF17aabttha,RRL
ZTF18acrxomt,RRL
ZTF18aabkxsr,EA
ZTF18aatcyop,RRL
ZTF18acrxosn,RRL
ZTF18aaluqpv,RRL
ZTF18aabpvnt,EA
ZTF18acnolut,EB/EW
ZTF18acpdwfb,EB/EW
ZTF18aarybfi,EB/EW
ZTF17aabifgx,RRL
ZTF18aaoryhc,RRL
ZTF18acdvxnl,RRL
ZTF18aaacyip,EB/EW
ZTF18aacgghs,QSO
ZTF17aaajleg,EB/EW
ZTF18acdvwpc,RRL
ZTF18acpdxhq,EB/EW
ZTF17aaajeks,CV/Nova
ZTF18acrxosd,EB/EW
ZTF17aadprnw,RRL
ZTF18aahhplp,EB/EW
ZTF18aaznlge,RSCVn
ZTF18aaadnhm,EB/EW
ZTF17aabwpin,RRL
ZTF18acvwezj,EB/EW
ZTF18acvvpmd,RRL
ZTF18aahveii,EB/EW
ZTF18aajivpl,EB/EW
ZTF17aaapkis,RRL
ZTF19actfsoy,RRL
ZTF18aaajehn,EB/EW
ZTF19aadgcus,QSO
ZTF17aaajnwc,RRL
ZTF19aafmmgt,RRL
ZTF18aahqogn,RRL
ZTF18aajowlu,EB/EW
ZTF18aaavkpd,EB/EW
ZTF18acnokhm,RRL
ZTF18accjsxr,LPV
ZTF17aaajlfw,CV/Nova
ZTF17aactfcm,RRL
ZTF18aabfeeq,EB/EW
ZTF18adalbwn,RRL
ZTF18aaqjknz,EB/EW
ZTF18aabqhva,RRL
ZTF17aabxiby,RRL
ZTF18aabkuka,RRL
ZTF18aabqmho,RRL
ZTF18achnnnz,EB/EW
ZTF17aaajnlk,RRL
ZTF18aczunkx,EB/EW
ZTF17aaapkil,EB/EW
ZTF18aabcvpx,RRL
ZTF19aabyqei,AGN
ZTF19aajwcki,EB/EW
ZTF18abvrnbg,LPV
ZTF17aabxkng,RRL
ZTF18acrnenl,RRL
ZTF18aczunjk,LPV
ZTF18aaajwlp,EB/EW
ZTF17aaajnug,RRL
ZTF17aabxqkt,EB/EW
ZTF18aaajfgx,EB/EW
ZTF17aaasjfh,DSCT
ZTF18aajoegr,RRL
ZTF17aabwnra,RRL
ZTF18aabpshn,RRL
ZTF18aaavjuj,QSO
ZTF18achnlwz,EB/EW
ZTF17aabxibx,RRL
ZTF17aaajogs,RRL
ZTF18aarioyv,RRL
ZTF18adalbzc,RRL
ZTF18acwytbb,LPV
ZTF17aabxpwj,RRL
ZTF18aczunep,EB/EW
ZTF18aaaabto,RRL
ZTF18aabkuvo,RRL
ZTF17aabxpwn,EB/EW
ZTF17aabxitd,Ceph
ZTF18acpxdwu,RRL
ZTF18aabdtpf,RRL
ZTF18aabpwxr,RRL
ZTF18aabfdtt,EA
ZTF18abtmies,LPV
ZTF17aabwnqp,EA
ZTF18acujidm,YSO
ZTF18aabtrhw,EA
ZTF18aaigpfu,EB/EW
ZTF18aabptah,EB/EW
ZTF17aabxofe,RRL
ZTF18aajpoup,EB/EW
ZTF17aabxinm,RRL
ZTF18adalcln,RRL
ZTF18aabpxcc,EB/EW
ZTF18aabpwsm,RRL
ZTF18aajpqxu,RRL
ZTF18aabtuln,Blazar
ZTF18aarjaep,RRL
ZTF17aabwocx,EB/EW
ZTF18aaifbgz,EB/EW
ZTF18aabducb,EB/EW
ZTF18abawasn,EB/EW
ZTF18aabyfoy,EA
ZTF18aabkyga,EB/EW
ZTF18aajosfa,RRL
ZTF18abboyth,QSO
ZTF18acakwsi,EB/EW
ZTF18aacdhgv,RRL
ZTF18aabpsga,EB/EW
ZTF17aaajnle,EB/EW
ZTF17aaajmvl,RRL
ZTF18aabqkqw,RRL
ZTF18abncndn,LPV
ZTF19aaapqhv,RRL
ZTF18abmwsqs,LPV
ZTF17aabuesb,RRL
ZTF17aaahkto,RRL
ZTF18aabeqai,EB/EW
ZTF18aabprza,RRL
ZTF18aabdmrg,EA
ZTF17aacnfdm,EB/EW
ZTF18acnbgrc,QSO
ZTF18aabpjcf,RRL
ZTF17aabxjkm,RRL
ZTF18aabqqwb,LPV
ZTF18acrwnvo,DSCT
ZTF18aaaatfa,LPV
ZTF18aaavrxb,RRL
ZTF18aabdhod,RRL
ZTF18aabkszp,RRL
ZTF19aaapqwl,EB/EW
ZTF17aabxqii,RRL
ZTF18aabpphk,RRL
ZTF18aakepag,EB/EW
ZTF18aaadusr,EA
ZTF19aadyjks,RRL
ZTF17aacnunh,EB/EW
ZTF19abiinkg,EB/EW
ZTF18aajocou,EB/EW
ZTF17aabtxbi,RRL
ZTF18aaaedec,EB/EW
ZTF18aabcxbe,RRL
ZTF17aabefwh,EB/EW
ZTF17aaaprrt,RRL
ZTF18aabcxbv,RRL
ZTF17aaajnhs,EB/EW
ZTF19aaapiqd,RRL
ZTF18aaajfnu,EB/EW
ZTF17aaaplsj,RRL
ZTF18aaavdag,RRL
ZTF17aabtyjo,RRL
ZTF18aabxehk,Blazar
ZTF17aabwnon,EB/EW
ZTF17aaajoow,RRL
ZTF18aabebdv,EB/EW
ZTF19abiqyps,EB/EW
ZTF18aabksgq,RRL
ZTF18aabksak,RRL
ZTF17aaaumvt,EB/EW
ZTF17aacnglt,EB/EW
ZTF18abwkmxd,EA
ZTF18abdegvh,RRL
ZTF19aarqhtq,EB/EW
ZTF18aazwbwx,RRL
ZTF18abueqxl,EB/EW
ZTF18abcpgwe,EB/EW
ZTF18abcxiwz,RRL
ZTF18abbuksn,LPV
ZTF17aabulwf,EB/EW
ZTF17aaarpzd,EB/EW
ZTF18absiinj,LPV
ZTF18aazvleh,LPV
ZTF18abadjyh,EA
ZTF18abbvakl,LPV
ZTF18adasiiq,EB/EW
ZTF18acvqojq,QSO
ZTF18abdeyni,EB/EW
ZTF18abkbebd,LPV
ZTF18abasjvp,LPV
ZTF18aaadvzo,LPV
ZTF19acnkqjb,EB/EW
ZTF18abaphjk,EB/EW
ZTF18abcbrvb,LPV
ZTF18abiwtun,LPV
ZTF17aabutvg,RRL
ZTF18abmakqg,LPV
ZTF18abaiswd,LPV
ZTF18abakgjs,LPV
ZTF18aaxdpcx,LPV
ZTF18abgjkab,LPV
ZTF18abaegcb,LPV
ZTF18abmjirz,LPV
ZTF18acbxzgx,LPV
ZTF18abnukgk,LPV
ZTF17aaaekhg,LPV
ZTF18abbuoav,LPV
ZTF18abpopin,LPV
ZTF18abgjlab,LPV
ZTF19aamweqa,LPV
ZTF18aaxlojm,LPV
ZTF18abtgsql,LPV
ZTF18abaqhbq,LPV
ZTF17aaawfsl,LPV
ZTF18aaadsbl,EB/EW
ZTF17aaaedmd,LPV
ZTF18abasjyn,LPV
ZTF18abmetsx,LPV
ZTF18abnzqec,EB/EW
ZTF17aaaedvz,EA
ZTF18aazfgce,LPV
ZTF18aabgzuq,RRL
ZTF18abndqjb,EB/EW
ZTF18abkkqgl,LPV
ZTF18achnpvo,EB/EW
ZTF18aabfpwp,LPV
ZTF18abdkakv,LPV
ZTF18abumcpn,LPV
ZTF18abyydtx,LPV
ZTF18abchjdx,EB/EW
ZTF17aaaecyn,LPV
ZTF18abjwuro,YSO
ZTF18abcdbuv,LPV
ZTF17aabpolk,EB/EW
ZTF17aaagrkw,LPV
ZTF18abnckxc,EB/EW
ZTF18abnzumv,EB/EW
ZTF18aaadvzu,LPV
ZTF17aaaeoue,RRL
ZTF18acvbwvq,EA
ZTF18abwibpm,EB/EW
ZTF18aabeziz,EB/EW
ZTF18absldhh,EB/EW
ZTF18abzslfg,LPV
ZTF18abnviwi,LPV
ZTF18abryqwu,EB/EW
ZTF18abmexnm,RSCVn
ZTF18acsblym,EB/EW
ZTF18acvqewr,LPV
ZTF18abomzej,RRL
ZTF18abosnly,DSCT
ZTF18abynemd,EB/EW
ZTF18acqvakf,EB/EW
ZTF18acrvwmi,EB/EW
ZTF18aaadsmn,LPV
ZTF18aabezba,RRL
ZTF17aaaeccg,DSCT
ZTF18aabezwt,EA
ZTF19abqgcms,EB/EW
ZTF18abtgvtx,LPV
ZTF18aaaegye,RRL
ZTF17aaanpci,LPV
ZTF18aaaevxk,RRL
ZTF17aaaamsn,RRL
ZTF18aaadvzk,Ceph
ZTF18abtmrhx,LPV
ZTF17aabvbfz,RRL
ZTF18abnuqzz,AGN
ZTF18aabgicf,LPV
ZTF17aaaoiwd,LPV
ZTF18abnzteo,LPV
ZTF18acrssla,EB/EW
ZTF17aaaddry,YSO
ZTF18acsjewy,YSO
ZTF18aaxlshj,EB/EW
ZTF17aaaahsl,LPV
ZTF19abukhjq,RRL
ZTF18abwzfid,EB/EW
ZTF17aabvsri,EB/EW
ZTF18abuoofd,LPV
ZTF18aaaeguk,EB/EW
ZTF18abslgvf,EB/EW
ZTF18abmeyyl,LPV
ZTF18achnooj,EB/EW
ZTF17aabpioh,LPV
ZTF18abxguln,EA
ZTF18abtrvks,EB/EW
ZTF18aaakzxo,LPV
ZTF18aaadvlk,RRL
ZTF18aabgigp,LPV
ZTF17aabvfih,EB/EW
ZTF18aabfdqo,EB/EW
ZTF17aaadyty,LPV
ZTF18acdyvis,LPV
ZTF18aaadxfa,EB/EW
ZTF18abosxnk,LPV
ZTF18abmwqmy,EB/EW
ZTF17aaatczy,LPV
ZTF18abhumlt,LPV
ZTF17aaafidw,LPV
ZTF19abzlyrd,RRL
ZTF18abfyqzt,LPV
ZTF18abhgdxy,LPV
ZTF17aaartrb,EB/EW
ZTF18aaaeacx,EB/EW
ZTF17aaatueq,EA
ZTF18acruyxv,LPV
ZTF17aaadbaf,RRL
ZTF18abwzhwf,LPV
ZTF18abesgwy,LPV
ZTF18abjdbez,LPV
ZTF17aaaocdr,RRL
ZTF18aaztiwi,LPV
ZTF18achkxmz,LPV
ZTF18acbbegg,RRL
ZTF18acwafpt,LPV
ZTF17aaawqkp,LPV
ZTF18aaadvvy,EB/EW
ZTF18abboazo,EA
ZTF17aaakgwg,LPV
ZTF18abcpkmo,LPV
ZTF17aaatlhi,Ceph
ZTF18abmjqoz,LPV
ZTF18aaadsuq,EB/EW
ZTF18abommhy,EB/EW
ZTF17aaahrxd,EB/EW
ZTF18abblvcu,LPV
ZTF18abmokgb,LPV
ZTF18abjcywj,LPV
ZTF17aabuuvu,CV/Nova
ZTF18abnvgcq,LPV
ZTF18abbobnv,LPV
ZTF18abilklt,LPV
ZTF18aaaatul,EB/EW
ZTF18abboaut,LPV
ZTF18abybwbf,LPV
ZTF18abcbsdv,EB/EW
ZTF18abbmsph,LPV
ZTF18abccucq,LPV
ZTF18abadmdw,LPV
ZTF18abjczob,LPV
ZTF18abgtqws,LPV
ZTF18aabubmw,LPV
ZTF18aabfedd,LPV
ZTF18aborjni,LPV
ZTF18acmwswe,EA
ZTF18aaaecfx,EB/EW
ZTF18abuivvw,LPV
ZTF17aabuqkq,Ceph
ZTF18aabgwkc,EB/EW
ZTF18abchsbt,LPV
ZTF17aaaeerp,LPV
ZTF18abiljay,LPV
ZTF18abcplcp,LPV
ZTF18abblunq,LPV
ZTF18abpoatu,RRL
ZTF18aczuull,YSO
ZTF18acbzkqz,EA
ZTF18acrttyk,LPV
ZTF18aabhhiy,EA
ZTF18aabgkoa,EB/EW
ZTF17aaahhbi,EB/EW
ZTF17aaahkfs,EB/EW
ZTF18aaaduen,EB/EW
ZTF18achuhas,YSO
ZTF18abwklez,EB/EW
ZTF18acsjesf,EB/EW
ZTF18aaakigi,EA
ZTF18acslrdt,RRL
ZTF18aabfeec,RRL
ZTF18acewaot,RSCVn
ZTF18aabfeeb,EA
ZTF18acsjgmh,EB/EW
ZTF17aacwkuk,LPV
ZTF17aacptzg,EB/EW
ZTF18accldbl,EB/EW
ZTF18acsjemn,EB/EW
ZTF18aabgbrl,DSCT
ZTF17aaawdnm,EB/EW
ZTF18acbyikx,EB/EW
ZTF18acslsna,EB/EW
ZTF17aaaseru,YSO
ZTF18abndppj,EB/EW
ZTF17aabeuer,RRL
ZTF18abyntcv,LPV
ZTF17aaaxdwg,RRL
ZTF18ackuigj,EA
ZTF18acgeirz,LPV
ZTF18abotfhu,EB/EW
ZTF18aabgxeo,EB/EW
ZTF18acsjfdz,YSO
ZTF18aabgzxz,EB/EW
ZTF18aaadunf,EB/EW
ZTF18aabfepg,Ceph
ZTF18acruboo,EB/EW
ZTF18aabfsep,EB/EW
ZTF17aabzyey,EB/EW
ZTF18acsjkwt,LPV
ZTF18accldew,EB/EW
ZTF18aabfego,RSCVn
ZTF17aaarzub,RRL
ZTF18abvlgul,EB/EW
ZTF18abyombq,EB/EW
ZTF18abuqeqc,EB/EW
ZTF18abwasxs,CV/Nova
ZTF17aacptbc,RRL
ZTF18abotfis,EB/EW
ZTF18acslujl,EB/EW
ZTF18acvriss,EB/EW
ZTF17aacwchq,YSO
ZTF18acgrbnv,EB/EW
ZTF18acbvvel,EB/EW
ZTF19abfiilr,Blazar
ZTF18aabfthe,EB/EW
ZTF18aabfdzh,EB/EW
ZTF18actblju,EB/EW
ZTF18acrfddu,EA
ZTF18aabfedx,EB/EW
ZTF18aaaedlc,RRL
ZTF18abwkspg,EB/EW
ZTF18acrfasj,EB/EW
ZTF18aaadvle,EB/EW
ZTF18abyxwoi,EB/EW
ZTF18abxidez,EB/EW
ZTF18abscvrl,LPV
ZTF18acebetr,EB/EW
ZTF18aabfzyn,EB/EW
ZTF18acmyopq,EB/EW
